Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,17960,2022-05-16,0.026908511,0.0297460441,0.0301407188,21,100
Market-Adjusted Model,17963,2022-05-16,0.0128617221,0.0186678068,0.0160939298,21,100
Market-Adjusted Model,17964,2022-05-16,-0.128038461,-0.089821259,-0.124806253,21,100
Market-Adjusted Model,17966,2022-05-16,0.0869033022,0.1279345992,0.09013551,21,100
Market-Adjusted Model,17967,2022-05-16,0.2738096243,0.2729771172,0.277041832,21,100
Market-Adjusted Model,17968,2022-05-16,-0.253676487,-0.187902747,-0.25044428,21,100
Market-Adjusted Model,17969,2022-05-16,-0.043547527,-0.041968172,-0.04031532,21,100
Market-Adjusted Model,17970,2022-05-16,-0.020414323,-0.018727774,-0.017182116,21,100
Market-Adjusted Model,17971,2022-05-16,-0.056537062,-0.039881742,-0.053304854,21,100
Market-Adjusted Model,17972,2022-05-16,0.1684845241,0.2010799941,0.1717167319,21,100
Market-Adjusted Model,17973,2022-05-16,-0.082405324,-0.055589591,-0.079173116,21,100
Market-Adjusted Model,17974,2022-05-16,-0.133571884,-0.120883243,-0.130339676,21,100
Market-Adjusted Model,17976,2022-05-16,-0.069506739,-0.0345706,-0.066274532,21,100
Market-Adjusted Model,17977,2022-05-16,-0.098393627,-0.078556005,-0.09516142,21,100
Market-Adjusted Model,17978,2022-05-16,-0.076587775,-0.069968682,-0.073355567,21,100
Market-Adjusted Model,17979,2022-05-16,-0.272477897,-0.265503052,-0.269245689,21,100
Market-Adjusted Model,17980,2022-05-16,-0.012618276,0.0413012625,-0.009386068,21,100
Market-Adjusted Model,17982,2022-05-16,0.0101654556,0.0120392373,0.0133976633,21,100
Market-Adjusted Model,17983,2022-05-16,0.0005495379,-0.000660504,0.0037817456,21,100
Market-Adjusted Model,17984,2022-05-16,0.0028827158,0.0285434836,0.0061149235,21,100
Market-Adjusted Model,17985,2022-05-16,0.0395732812,0.0409028073,0.0428054889,21,100
Market-Adjusted Model,17986,2022-05-16,0.004076225,0.0036346083,0.0073084328,21,100
Market-Adjusted Model,17987,2022-05-16,-0.122905033,-0.107523806,-0.119672826,21,100
Market-Adjusted Model,17992,2022-05-16,0.0377342551,0.0386615575,0.0409664628,21,100
Market-Adjusted Model,17993,2022-05-16,-0.003247526,-0.000274292,-0.000015319,21,100
Market-Adjusted Model,17994,2022-05-16,-0.06208046,-0.051024276,-0.058848252,21,100
Market-Adjusted Model,18001,2022-05-16,0.0095362737,0.0083583522,0.0127684814,21,100
Market-Adjusted Model,18002,2022-05-16,0.0089685174,0.0079851793,0.0122007252,21,100
Market-Adjusted Model,18005,2022-05-16,0.0408447165,0.045171345,0.0440769243,21,100
Market-Adjusted Model,18006,2022-05-16,-0.00731881,-0.006430853,-0.004086603,21,100
Market-Adjusted Model,18007,2022-05-16,-0.074329691,-0.05837937,-0.071097483,21,100
Market-Adjusted Model,18011,2022-05-16,-0.03023665,0.0025196686,-0.027004443,21,100
Market-Adjusted Model,18012,2022-05-16,0.0430167857,0.0471801926,0.0462489935,21,100
Market-Adjusted Model,18013,2022-05-16,-0.085271304,-0.074863641,-0.082039096,21,100
Market-Adjusted Model,18015,2022-05-16,0.0051851633,0.0041319526,0.0084173711,21,100
Market-Adjusted Model,18019,2022-05-16,0.0206019417,0.0215238758,0.0238341494,21,100
Market-Adjusted Model,18020,2022-05-16,0.0140351231,0.0162269061,0.0172673309,21,100
Market-Adjusted Model,18021,2022-05-16,0.0038158074,0.004011841,0.0070480151,21,100
Market-Adjusted Model,18022,2022-05-16,0.0022070832,0.0016413083,0.005439291,21,100
Market-Adjusted Model,18023,2022-05-16,-0.007976354,-0.008536899,-0.004744146,21,100
Market-Adjusted Model,18026,2022-05-16,0.0084447097,0.0076986842,0.0116769175,21,100
Market-Adjusted Model,18027,2022-05-16,0.0108951471,0.0098050377,0.0141273549,21,100
Market-Adjusted Model,18028,2022-05-16,0.0057692135,0.0071225758,0.0090014212,21,100
Market-Adjusted Model,18029,2022-05-16,0.0173160605,0.0188582701,0.0205482683,21,100
Market-Adjusted Model,18030,2022-05-16,-0.018614055,-0.016498969,-0.015381847,21,100
Market-Adjusted Model,18035,2022-05-16,-0.031855509,-0.032767426,-0.028623301,21,100
Market-Adjusted Model,18036,2022-05-16,-0.050397892,-0.03018063,-0.047165684,21,100
Market-Adjusted Model,18037,2022-05-16,0.0145227886,0.0144075633,0.0177549963,21,100
Market-Adjusted Model,18038,2022-05-16,0.0155438156,0.0155606157,0.0187760234,21,100
Market-Adjusted Model,18039,2022-05-16,-0.004943708,-0.002623133,-0.0017115,21,100
Market-Adjusted Model,18043,2022-05-16,0.2404032481,0.222684159,0.2436354559,21,100
Market-Adjusted Model,18044,2022-05-16,-0.080000014,-0.028690941,-0.076767807,21,100
Market-Adjusted Model,18045,2022-05-16,-0.013999508,0.0006604841,-0.0107673,21,100
Market-Adjusted Model,18046,2022-05-16,-0.124909234,-0.108978602,-0.121677026,21,100
Market-Adjusted Model,18047,2022-05-16,-0.023437465,0.0075794616,-0.020205257,21,100
Market-Adjusted Model,18048,2022-05-16,0.2393509731,0.2670523677,0.2425831809,21,100
Market-Adjusted Model,18049,2022-05-16,0.1115272809,0.1076314941,0.1147594887,21,100
Market-Adjusted Model,18051,2022-05-16,-0.097058866,-0.069545094,-0.093826659,21,100
Market-Adjusted Model,18052,2022-05-16,-0.054832354,-0.051310046,-0.051600146,21,100
Market-Adjusted Model,18054,2022-05-16,-0.092904626,-0.073007456,-0.089672418,21,100
Market-Adjusted Model,18056,2022-05-16,-0.097142834,-0.07258718,-0.093910626,21,100
Market-Adjusted Model,18058,2022-05-16,-0.181818208,-0.142685494,-0.178586001,21,100
Market-Adjusted Model,18061,2022-05-16,-0.136363679,-0.126815298,-0.133131471,21,100
Market-Adjusted Model,18062,2022-05-16,-0.06361117,-0.056033499,-0.060378962,21,100
Market-Adjusted Model,18063,2022-05-16,0.1086956204,0.1235642288,0.1119278281,21,100
Market-Adjusted Model,18064,2022-05-16,-0.19961178,-0.212872356,-0.196379572,21,100
Market-Adjusted Model,18065,2022-05-16,-0.094452787,-0.091432178,-0.091220579,21,100
Market-Adjusted Model,18066,2022-05-16,-0.004042751,0.0019226649,-0.000810543,21,100
Market-Adjusted Model,18068,2022-05-16,0.0311841904,0.0317121195,0.0344163981,21,100
Market-Adjusted Model,18069,2022-05-16,0.0167656255,0.0155523031,0.0199978332,21,100
Market-Adjusted Model,18070,2022-05-16,0.0124013353,0.0121479087,0.015633543,21,100
Market-Adjusted Model,18071,2022-05-16,-0.991860002,-1.771503673,-0.933888009,14,100
Market-Adjusted Model,18072,2022-05-16,0.0104675962,0.0114297954,0.013699804,21,100
Market-Adjusted Model,18073,2022-05-16,0.0318072416,0.0359522338,0.0350394493,21,100
Market-Adjusted Model,18074,2022-05-16,0.0338493934,0.0342045951,0.0370816012,21,100
Market-Adjusted Model,18075,2022-05-16,-0.235294143,-0.260076248,-0.232061936,21,100
Market-Adjusted Model,18077,2022-05-16,-0.199107097,-0.122828714,-0.195874889,21,100
Market-Adjusted Model,18078,2022-05-16,0.0072564816,0.0083093655,0.0104886894,21,100
Market-Adjusted Model,18079,2022-05-16,-0.010969866,-0.008633535,-0.007737658,21,100
Market-Adjusted Model,18080,2022-05-16,0.0109332216,0.0098690932,0.0141654294,21,100
Market-Adjusted Model,18081,2022-05-16,0.0100274867,0.0089737491,0.0132596944,21,100
Market-Adjusted Model,18082,2022-05-16,0.0049972423,0.0064104121,0.0082294501,21,100
Market-Adjusted Model,18086,2022-05-16,-0.132894698,-0.127928396,-0.129662491,21,100
Market-Adjusted Model,18087,2022-05-16,0.0413172897,0.0870999927,0.0445494975,21,100
Market-Adjusted Model,18088,2022-05-16,0.0173215509,0.0163921759,0.0205537587,21,100
Market-Adjusted Model,18089,2022-05-16,-0.07424246,-0.04971262,-0.071010253,21,100
Market-Adjusted Model,18091,2022-05-16,-0.006507645,-0.00277016,-0.003275437,21,100
Market-Adjusted Model,18093,2022-05-16,-0.014058522,-0.015209395,-0.010826315,21,100
Market-Adjusted Model,18094,2022-05-16,0.0084411343,0.0096347606,0.0116733421,21,100
Market-Adjusted Model,18095,2022-05-16,-0.009864382,-0.006471489,-0.006632175,21,100
Market-Adjusted Model,18096,2022-05-16,-0.05762715,-0.035788227,-0.054394942,21,100
Market-Adjusted Model,18097,2022-05-16,-0.230088456,-0.233204823,-0.226856248,21,100
Market-Adjusted Model,18098,2022-05-16,-0.185990336,-0.185475116,-0.182758128,21,100
Market-Adjusted Model,18099,2022-05-16,-0.149396354,-0.147881706,-0.146164146,21,100
Market-Adjusted Model,18100,2022-05-16,-0.241586365,-0.235573127,-0.238354157,21,100
Market-Adjusted Model,18101,2022-05-16,0.0008486052,-0.000196946,0.0040808129,21,100
Market-Adjusted Model,18102,2022-05-16,0.0613497317,0.1284303972,0.0645819395,21,100
Market-Adjusted Model,18103,2022-05-16,0.2190123555,0.2616242798,0.2222445632,21,100
Market-Adjusted Model,18106,2022-05-16,0.0269246668,0.0286357178,0.0301568746,21,100
Market-Adjusted Model,18108,2022-05-16,0.0436666424,0.0441263112,0.0468988502,21,100
Market-Adjusted Model,18109,2022-05-16,-0.036653108,-0.024691323,-0.0334209,21,100
Market-Adjusted Model,18110,2022-05-16,0.0597198905,0.0622507582,0.0629520983,21,100
Market-Adjusted Model,18111,2022-05-16,-0.038447428,-0.037829611,-0.03521522,21,100
Market-Adjusted Model,18113,2022-05-16,0.1595744987,0.1692885204,0.1628067065,21,100
Market-Adjusted Model,18114,2022-05-16,-0.093867333,-0.070764417,-0.090635125,21,100
Market-Adjusted Model,18115,2022-05-16,0.0019361503,0.0018470815,0.0051683581,21,100
Market-Adjusted Model,18116,2022-05-16,-0.220077193,-0.220856681,-0.216844986,21,100
Market-Adjusted Model,18118,2022-05-16,0.0356771305,0.0361311519,0.0389093382,21,100
Market-Adjusted Model,18119,2022-05-16,0.0383335577,0.0389899632,0.0415657654,21,100
Market-Adjusted Model,18122,2022-05-16,0.016181934,0.0179183545,0.0194141418,21,100
Market-Adjusted Model,18123,2022-05-16,0.0131730501,0.0163771483,0.0164052579,21,100
Market-Adjusted Model,18127,2022-05-16,-0.173069287,-0.140126416,-0.169837079,21,100
Market-Adjusted Model,18128,2022-05-16,-0.276206369,-0.290434112,-0.272974162,21,100
Market-Adjusted Model,18129,2022-05-16,-0.069709785,-0.057126385,-0.066477577,21,100
Market-Adjusted Model,18131,2022-05-16,-0.01910834,0.0067236446,-0.015876132,21,100
Market-Adjusted Model,18132,2022-05-16,0.0204081336,0.0661414968,0.0236403413,21,100
Market-Adjusted Model,18133,2022-05-16,0.4809524003,0.4689682763,0.4841846081,21,100
Market-Adjusted Model,18134,2022-05-16,-0.129709078,-0.091416607,-0.12647687,21,100
Market-Adjusted Model,18135,2022-05-16,-0.335818495,-0.303033029,-0.332586287,21,100
Market-Adjusted Model,18136,2022-05-16,-0.190307306,-0.17002757,-0.187075099,21,100
Market-Adjusted Model,18137,2022-05-16,-0.050299473,-0.007815559,-0.047067266,21,100
Market-Adjusted Model,18138,2022-05-16,0.4882959044,0.4724794501,0.4915281121,21,100
Market-Adjusted Model,18141,2022-05-16,0.0093860692,0.0083297318,0.012618277,21,100
Market-Adjusted Model,18142,2022-05-16,0.0502446039,0.0627925178,0.0534768117,21,100
Market-Adjusted Model,18143,2022-05-16,0.0407744611,0.0421329146,0.0440066689,21,100
Market-Adjusted Model,18144,2022-05-16,-0.012329533,-0.008970603,-0.009097325,21,100
Market-Adjusted Model,18145,2022-05-16,-0.063842827,-0.04484121,-0.06061062,21,100
Market-Adjusted Model,18148,2022-05-16,-0.082624592,0.003390697,-0.079392384,21,100
Market-Adjusted Model,18149,2022-05-16,-0.017467231,-0.012723615,-0.014235023,21,100
Market-Adjusted Model,18150,2022-05-16,0.0199526863,0.0287424056,0.023184894,21,100
Market-Adjusted Model,18151,2022-05-16,-0.452145235,-0.455162785,-0.448913027,21,100
Market-Adjusted Model,18153,2022-05-16,0.0134695626,0.0123986321,0.0167017704,21,100
Market-Adjusted Model,18157,2022-05-16,0.0159523387,0.0178928313,0.0191845465,21,100
Market-Adjusted Model,18158,2022-05-16,0.0768974676,0.0769798589,0.0801296753,21,100
Market-Adjusted Model,18159,2022-05-16,0.0048376857,0.0098145994,0.0080698935,21,100
Market-Adjusted Model,18160,2022-05-16,-0.063323625,-0.064216133,-0.060091417,21,100
Market-Adjusted Model,18161,2022-05-16,-0.00871005,-0.009560555,-0.005477842,21,100
Market-Adjusted Model,18162,2022-05-16,-0.101063801,-0.066685278,-0.097831593,21,100
Market-Adjusted Model,18163,2022-05-16,-0.078916214,-0.079726691,-0.075684006,21,100
Market-Adjusted Model,18165,2022-05-16,0.005768392,0.0065009083,0.0090005997,21,100
Market-Adjusted Model,18166,2022-05-16,0.0055194411,0.0052769485,0.0087516489,21,100
Market-Adjusted Model,18167,2022-05-16,-0.000073086,-0.000706678,0.0031591217,21,100
Market-Adjusted Model,18168,2022-05-16,0.000964062,-0.000202492,0.0041962698,21,100
Market-Adjusted Model,18169,2022-05-16,0.0031927213,0.0019945363,0.0064249291,21,100
Market-Adjusted Model,18170,2022-05-16,0.0003747944,-0.000819939,0.0036070021,21,100
Market-Adjusted Model,18174,2022-05-16,0.0083337224,0.0073288607,0.0115659301,21,100
Market-Adjusted Model,18175,2022-05-16,0.0143134954,0.0130898382,0.0175457032,21,100
Market-Adjusted Model,18176,2022-05-16,0.0023470799,0.0011373732,0.0055792877,21,100
Market-Adjusted Model,18178,2022-05-16,-0.074291081,-0.071621933,-0.071058873,21,100
Market-Adjusted Model,18179,2022-05-16,0.0445673364,0.0451930464,0.0477995442,21,100
Market-Adjusted Model,18180,2022-05-16,0.0069899458,0.0091682653,0.0102221536,21,100
Market-Adjusted Model,18181,2022-05-16,-0.004532848,0.0015477515,-0.00130064,21,100
Market-Adjusted Model,18182,2022-05-16,0.0818300909,0.0869220339,0.0850622986,21,100
Market-Adjusted Model,18183,2022-05-16,-0.059013706,-0.053115644,-0.055781499,21,100
Market-Adjusted Model,18184,2022-05-16,0.0318091172,0.0681464597,0.0350413249,21,100
Market-Adjusted Model,18185,2022-05-16,-0.157480295,-0.038584191,-0.154248087,21,100
Market-Adjusted Model,18186,2022-05-16,0.0256376817,0.0286357559,0.0288698894,21,100
Market-Adjusted Model,18187,2022-05-16,0.0488292747,0.0543434192,0.0520614825,21,100
Market-Adjusted Model,18188,2022-05-16,0.0186284264,0.0198912671,0.0218606342,21,100
Market-Adjusted Model,18189,2022-05-16,0.0312670297,0.031110448,0.0344992375,21,100
Market-Adjusted Model,18190,2022-05-16,-0.035121575,0.0069448433,-0.031889367,21,100
Market-Adjusted Model,18191,2022-05-16,0.0278642338,0.0272066322,0.0310964415,21,100
Market-Adjusted Model,18192,2022-05-16,0.2938218361,0.2794169871,0.2970540439,21,100
Market-Adjusted Model,18195,2022-05-16,0.0224949134,0.0467234113,0.0257271211,21,100
Market-Adjusted Model,18196,2022-05-16,0.0174741578,0.0210257409,0.0207063656,21,100
Market-Adjusted Model,18197,2022-05-16,-0.145098,-0.141917529,-0.141865792,21,100
Market-Adjusted Model,18203,2022-05-16,0.2026577875,0.2112622633,0.2058899953,21,100
Market-Adjusted Model,18205,2022-05-16,0.1361363891,0.2964529151,0.1393685968,21,100
Market-Adjusted Model,18206,2022-05-16,-0.180104728,-0.161255802,-0.17687252,21,100
Market-Adjusted Model,18207,2022-05-16,-0.092568496,-0.092213815,-0.089336288,21,100
Market-Adjusted Model,18208,2022-05-16,-0.194586922,-0.194807901,-0.191354714,21,100
Market-Adjusted Model,18209,2022-05-16,0.0735294282,0.0843010488,0.076761636,21,100
Market-Adjusted Model,18210,2022-05-16,-0.361239705,-0.411238127,-0.358007497,21,100
Market-Adjusted Model,18211,2022-05-16,-0.389140918,-0.383975328,-0.385908711,21,100
Market-Adjusted Model,18212,2022-05-16,-0.251751762,-0.252139941,-0.248519554,21,100
Market-Adjusted Model,18213,2022-05-16,0.0658174085,0.1080437222,0.0690496163,21,100
Market-Adjusted Model,18214,2022-05-16,0.1803051542,0.2170629286,0.183537362,21,100
Market-Adjusted Model,18215,2022-05-16,-0.148325342,-0.124215999,-0.145093134,21,100
Market-Adjusted Model,18216,2022-05-16,0.0148738073,0.0137517199,0.0181060151,21,100
Market-Adjusted Model,18217,2022-05-16,-0.157815233,-0.128233665,-0.154583025,21,100
Market-Adjusted Model,18218,2022-05-16,-0.007703056,-0.007944631,-0.004470848,21,100
Market-Adjusted Model,18222,2022-05-16,-0.050065046,-0.049903031,-0.046832839,21,100
Market-Adjusted Model,18223,2022-05-16,-0.186274489,-0.182650696,-0.183042281,21,100
Market-Adjusted Model,18224,2022-05-16,0.0452371693,0.0813793877,0.0484693771,21,100
Market-Adjusted Model,18229,2022-05-16,-0.201880149,-0.134038824,-0.198647941,21,100
Market-Adjusted Model,18231,2022-05-16,0.0515429801,0.050981279,0.0547751879,21,100
Market-Adjusted Model,18234,2022-05-16,0.0071904165,0.0059834329,0.0104226243,21,100
Market-Adjusted Model,18237,2022-05-16,0.0026098369,0.0014009862,0.0058420447,21,100
Market-Adjusted Model,18238,2022-05-16,0.0202315949,0.0228592227,0.0234638027,21,100
Market-Adjusted Model,18239,2022-05-16,0.0143867946,0.013109009,0.0176190024,21,100
Market-Adjusted Model,18242,2022-05-16,-0.041821239,-0.037757447,-0.038589031,21,100
Market-Adjusted Model,18247,2022-05-16,-0.272522515,-0.252327086,-0.269290308,21,100
Market-Adjusted Model,18248,2022-05-16,-0.008498575,0.0039411668,-0.005266367,21,100
Market-Adjusted Model,18253,2022-05-16,0.0656355986,0.0994648048,0.0688678064,21,100
Market-Adjusted Model,18255,2022-05-16,0.0001519426,0.0576623356,0.0033841504,21,100
Market-Adjusted Model,18256,2022-05-16,-0.060543893,-0.048735734,-0.057311686,21,100
Market-Adjusted Model,18257,2022-05-16,-0.138810202,-0.136428029,-0.135577994,21,100
Market-Adjusted Model,18258,2022-05-16,-0.025764621,-0.011380373,-0.022532413,21,100
Market-Adjusted Model,18259,2022-05-16,-0.015100003,-0.004496029,-0.011867795,21,100
Market-Adjusted Model,18261,2022-05-16,0.0046696346,0.0411295991,0.0079018423,21,100
Market-Adjusted Model,18266,2022-05-16,0.0102398235,0.0092317741,0.0134720312,21,100
Market-Adjusted Model,18267,2022-05-16,0.0623271776,0.0764345606,0.0655593853,21,100
Market-Adjusted Model,18272,2022-05-16,-0.00946475,-0.007157854,-0.006232543,21,100
Market-Adjusted Model,18273,2022-05-16,0.004467156,0.0066278692,0.0076993638,21,100
Market-Adjusted Model,18274,2022-05-16,-0.014510533,-0.011860769,-0.011278325,21,100
Market-Adjusted Model,18275,2022-05-16,-0.037598178,-0.036582563,-0.03436597,21,100
Market-Adjusted Model,18276,2022-05-16,0.0882385152,0.0866113384,0.091470723,21,100
Market-Adjusted Model,18277,2022-05-16,-0.035343044,-0.029320015,-0.032110836,21,100
Market-Adjusted Model,18280,2022-05-16,0.063911642,0.0679267546,0.0671438498,21,100
Market-Adjusted Model,18281,2022-05-16,0.0005969145,0.0056764205,0.0038291223,21,100
Market-Adjusted Model,18282,2022-05-16,0.0441540229,0.0454829289,0.0473862306,21,100
Market-Adjusted Model,18285,2022-05-16,0.0395814176,0.0396261918,0.0428136254,21,100
Market-Adjusted Model,18290,2022-05-16,0.014962724,0.014017712,0.0181949318,21,100
Market-Adjusted Model,18291,2022-05-16,0.006325733,0.0053007709,0.0095579407,21,100
Market-Adjusted Model,18292,2022-05-16,-0.220532365,-0.12532644,-0.217300157,21,100
Market-Adjusted Model,18293,2022-05-16,-0.022106177,-0.023042173,-0.018873969,21,100
Market-Adjusted Model,18296,2022-05-16,0.0247909473,0.0248322683,0.028023155,21,100
Market-Adjusted Model,18297,2022-05-16,0.1181335556,0.1202755536,0.1213657634,21,100
Market-Adjusted Model,18298,2022-05-16,-0.008940863,-0.007303962,-0.005708655,21,100
Market-Adjusted Model,18299,2022-05-16,-0.016470639,-0.000503203,-0.013238431,21,100
Market-Adjusted Model,18302,2022-05-16,-0.302564107,-0.324630774,-0.299331899,21,100
Market-Adjusted Model,18303,2022-05-16,0.2115384949,0.2148502724,0.2147707026,21,100
Market-Adjusted Model,18304,2022-05-16,0.046112843,0.0470381698,0.0493450508,21,100
Market-Adjusted Model,18305,2022-05-16,0.0474138527,0.0678599413,0.0506460604,21,100
Market-Adjusted Model,18306,2022-05-16,-0.473867577,-0.589200026,-0.470635369,21,100
Market-Adjusted Model,18309,2022-05-16,-0.315994759,-0.217988748,-0.312762551,21,100
Market-Adjusted Model,18311,2022-05-16,-0.106164414,-0.101523318,-0.102932206,21,100
